,Unnamed: 0,inflation,ppi,cpi,lf,p_rate,u_rate,lf_unemployed,lf_outside,ep_ratio,inflation_lag1,inflation_lag2,inflation_lag3,inflation_lag4,inflation_lag5,inflation_lag6,time_index,ppi_ma3,u_rate_ma3,economic_indicator_index,economic_indicator_index_norm,is_forecasted
20,26,0.0543428785922499,115.3,104.5,13295.4,65.8,3.0,401.6,6897.3,63.8,0.0543428785922499,0.0543428785922499,0.0511893106602692,0.0501391714887804,0.0490900814073731,0.0480420393680052,26,114.23333333333333,3.0666666666666664,0.26721195404390985,126.72119540439098,0
21,27,0.0543428785922499,115.8,104.5,13331.8,66.0,3.0,394.8,6851.3,64.1,0.0543428785922499,0.0543428785922499,0.0543428785922499,0.0511893106602692,0.0501391714887804,0.0490900814073731,27,115.03333333333335,3.0333333333333337,0.27810195023824325,127.81019502382432,0
22,28,0.0564515643494345,114.1,104.7,13245.6,65.6,2.9,384.4,6952.9,63.7,0.0543428785922499,0.0543428785922499,0.0543428785922499,0.0543428785922499,0.0511893106602692,0.0501391714887804,28,115.06666666666666,2.966666666666667,0.2503302890807407,125.03302890807407,0
23,29,0.0575080159137839,111.5,104.8,13232.5,65.4,3.2,421.0,7013.7,63.3,0.0564515643494345,0.0543428785922499,0.0543428785922499,0.0543428785922499,0.0543428785922499,0.0511893106602692,29,113.8,3.033333333333333,0.2438550936995609,124.38550936995608,0
24,30,0.0575080159137839,112.4,104.8,13511.7,66.6,3.1,418.4,6777.3,64.5,0.0575080159137839,0.0564515643494345,0.0543428785922499,0.0543428785922499,0.0543428785922499,0.0543428785922499,30,112.66666666666667,3.0666666666666664,0.29671212805063873,129.67121280506387,0
25,31,0.0596230319456114,112.8,105.0,13313.6,65.4,2.6,350.2,7039.9,63.7,0.0575080159137839,0.0575080159137839,0.0564515643494345,0.0543428785922499,0.0543428785922499,0.0543428785922499,31,112.23333333333335,2.966666666666667,0.23076819691175302,123.0768196911753,0
26,32,0.0617422780095027,110.8,105.2,13408.5,65.7,3.2,424.0,6993.2,63.6,0.0596230319456114,0.0575080159137839,0.0575080159137839,0.0564515643494345,0.0543428785922499,0.0543428785922499,32,112.0,2.966666666666667,0.26314863425699475,126.31486342569947,0
27,33,0.0638657625655216,108.5,105.4,13341.4,65.4,3.2,432.6,7056.2,63.3,0.0617422780095027,0.0596230319456114,0.0575080159137839,0.0575080159137839,0.0564515643494345,0.0543428785922499,33,110.69999999999999,3.0,0.240801080887788,124.0801080887788,0
28,34,0.0649296283280871,107.0,105.5,13429.2,65.4,2.9,384.6,7094.6,63.6,0.0638657625655216,0.0617422780095027,0.0596230319456114,0.0575080159137839,0.0575080159137839,0.0564515643494345,34,108.76666666666667,3.1,0.22524278069560763,122.52427806956076,0
29,35,0.0649296283280871,106.0,105.5,13538.6,65.7,3.1,424.3,7060.6,63.7,0.0649296283280871,0.0638657625655216,0.0617422780095027,0.0596230319456114,0.0575080159137839,0.0575080159137839,35,107.16666666666667,3.0666666666666664,0.24360111225292203,124.3601112252922,0
30,36,0.0691893468413995,107.9,105.9,13569.6,65.9,3.4,459.8,7035.5,63.6,0.0649296283280871,0.0649296283280871,0.0638657625655216,0.0617422780095027,0.0596230319456114,0.0575080159137839,36,106.96666666666665,3.1333333333333333,0.27954883284593496,127.95488328459349,0
31,37,0.0713277255350823,109.6,106.1,13598.8,65.6,3.0,402.9,7119.8,63.7,0.0691893468413995,0.0649296283280871,0.0649296283280871,0.0638657625655216,0.0617422780095027,0.0596230319456114,37,107.83333333333333,3.1666666666666665,0.26484338269740926,126.48433826974093,0
32,38,0.0723990532606173,108.2,106.2,13684.4,65.8,3.2,442.6,7116.7,63.7,0.0713277255350823,0.0691893468413995,0.0649296283280871,0.0649296283280871,0.0638657625655216,0.0617422780095027,38,108.56666666666666,3.2000000000000006,0.2780136088368847,127.80136088368847,0
33,39,0.0734714523138777,107.3,106.3,13835.6,66.6,3.0,412.8,6922.7,64.7,0.0723990532606173,0.0713277255350823,0.0691893468413995,0.0649296283280871,0.0649296283280871,0.0638657625655216,39,108.36666666666667,3.0666666666666664,0.29947800941146036,129.94780094114603,0
34,40,0.0766918666708191,106.6,106.6,13815.3,66.4,3.2,446.4,7005.6,64.2,0.0734714523138777,0.0723990532606173,0.0713277255350823,0.0691893468413995,0.0649296283280871,0.0649296283280871,40,107.36666666666666,3.1333333333333333,0.3007498501592161,130.0749850159216,0
35,41,0.0777685585374898,107.6,106.7,14217.1,68.1,2.8,400.2,6668.6,66.2,0.0766918666708191,0.0734714523138777,0.0723990532606173,0.0713277255350823,0.0691893468413995,0.0649296283280871,41,107.16666666666667,3.0,0.36460649937447864,136.46064993744787,0
36,42,0.0799240956545648,108.2,106.9,14194.6,68.1,3.0,431.6,6655.9,66.0,0.0777685585374898,0.0766918666708191,0.0734714523138777,0.0723990532606173,0.0713277255350823,0.0691893468413995,42,107.46666666666665,3.0,0.377920336085422,137.7920336085422,0
37,43,0.0810040197502193,108.8,107.0,14176.6,67.9,3.1,442.4,6689.8,65.8,0.0799240956545648,0.0777685585374898,0.0766918666708191,0.0734714523138777,0.0723990532606173,0.0713277255350823,43,108.2,2.966666666666667,0.3791311065871835,137.91311065871835,0
38,44,0.0896520519082211,109.4,107.9,14309.4,68.6,3.1,449.9,6557.3,66.4,0.0810040197502193,0.0799240956545648,0.0777685585374898,0.0766918666708191,0.0734714523138777,0.0723990532606173,44,108.8,3.0666666666666664,0.4224464974540414,142.24464974540413,0
39,45,0.0940106601158539,109.4,108.3,14169.2,67.7,3.3,470.1,6746.3,65.5,0.0896520519082211,0.0810040197502193,0.0799240956545648,0.0777685585374898,0.0766918666708191,0.0734714523138777,45,109.2,3.1666666666666665,0.3999109081866646,139.99109081866646,0
40,46,0.0972926920962014,110.2,108.6,14220.9,67.9,3.4,490.5,6716.2,65.6,0.0940106601158539,0.0896520519082211,0.0810040197502193,0.0799240956545648,0.0777685585374898,0.0766918666708191,46,109.66666666666667,3.266666666666667,0.42122695267657206,142.1226952676572,0
41,47,0.1005845701724899,112.2,108.9,14276.5,68.0,3.1,440.3,6724.2,65.9,0.0972926920962014,0.0940106601158539,0.0896520519082211,0.0810040197502193,0.0799240956545648,0.0777685585374898,47,110.60000000000001,3.266666666666667,0.42828623417493233,142.82862341749325,0
42,48,0.1071880775935247,111.9,109.5,14244.4,67.9,3.3,468.5,6734.7,65.7,0.1005845701724899,0.0972926920962014,0.0940106601158539,0.0896520519082211,0.0810040197502193,0.0799240956545648,48,111.43333333333334,3.266666666666667,0.4383937927673113,143.83937927673114,0
43,49,0.1105096418263051,113.4,109.8,14249.9,67.7,3.2,462.0,6808.7,65.5,0.1071880775935247,0.1005845701724899,0.0972926920962014,0.0940106601158539,0.0896520519082211,0.0810040197502193,49,112.5,3.1999999999999997,0.4392687842477752,143.92687842477753,0
44,50,0.1116201514681314,113.9,109.9,14198.4,67.1,3.0,430.1,6956.1,65.1,0.1105096418263051,0.1071880775935247,0.1005845701724899,0.0972926920962014,0.0940106601158539,0.0896520519082211,50,113.06666666666668,3.1666666666666665,0.41214041097800497,141.2140410978005,0
45,51,0.1116201514681314,113.1,109.9,14206.7,67.5,2.9,413.5,6849.4,65.5,0.1116201514681314,0.1105096418263051,0.1071880775935247,0.1005845701724899,0.0972926920962014,0.0940106601158539,51,113.46666666666665,3.033333333333333,0.4174513497692719,141.7451349769272,0
46,52,0.1127317716195994,112.2,110.0,14430.2,68.3,2.8,407.2,6693.2,66.4,0.1116201514681314,0.1116201514681314,0.1105096418263051,0.1071880775935247,0.1005845701724899,0.0972926920962014,52,113.06666666666668,2.9,0.44645519971596725,144.64551997159674,0
47,53,0.1149572351628387,111.4,110.2,14373.4,67.8,2.8,406.4,6826.6,65.9,0.1127317716195994,0.1116201514681314,0.1116201514681314,0.1105096418263051,0.1071880775935247,0.1005845701724899,53,112.23333333333333,2.8333333333333335,0.42567490422302995,142.567490422303,0
48,54,0.1160721923980014,111.0,110.3,14333.4,67.7,2.8,397.6,6846.2,65.8,0.1149572351628387,0.1127317716195994,0.1116201514681314,0.1116201514681314,0.1105096418263051,0.1071880775935247,54,111.53333333333335,2.8,0.41979785261568897,141.9797852615689,0
49,55,0.1183043367827973,109.6,110.5,14266.3,67.3,2.7,384.9,6934.1,65.5,0.1160721923980014,0.1149572351628387,0.1127317716195994,0.1116201514681314,0.1116201514681314,0.1105096418263051,55,110.66666666666667,2.766666666666667,0.39449553126983133,139.44955312698312,0
50,56,0.120540945456363,109.2,110.7,14440.2,68.1,2.6,381.8,6763.7,66.3,0.1183043367827973,0.1160721923980014,0.1149572351628387,0.1127317716195994,0.1116201514681314,0.1116201514681314,56,109.93333333333334,2.6999999999999997,0.42520297929018736,142.52029792901874,0
51,57,0.1261436501836448,107.8,111.3,14403.1,67.5,2.6,379.9,6926.7,65.7,0.120540945456363,0.1183043367827973,0.1160721923980014,0.1149572351628387,0.1127317716195994,0.1116201514681314,57,108.86666666666667,2.6333333333333333,0.403403416494342,140.3403416494342,0
52,58,0.1317743684345629,107.3,111.9,14404.1,67.6,2.6,378.7,6887.1,65.9,0.1261436501836448,0.120540945456363,0.1183043367827973,0.1160721923980014,0.1149572351628387,0.1127317716195994,58,108.10000000000001,2.6,0.4113998526991044,141.13998526991043,0
53,59,0.1306425940661284,104.5,111.8,14512.0,68.1,3.1,451.7,6784.8,66.0,0.1317743684345629,0.1261436501836448,0.120540945456363,0.1183043367827973,0.1160721923980014,0.1149572351628387,59,106.53333333333335,2.766666666666667,0.4387396953123909,143.87396953123908,0
54,60,0.1182055255314009,104.1,110.6,14442.0,67.6,3.1,450.3,6923.7,65.5,0.1306425940661284,0.1317743684345629,0.1261436501836448,0.120540945456363,0.1183043367827973,0.1160721923980014,60,105.3,2.9333333333333336,0.40174051305216824,140.17405130521684,0
55,61,0.1114962923782125,104.6,109.9,14554.7,68.0,3.2,461.8,6847.8,65.8,0.1182055255314009,0.1306425940661284,0.1317743684345629,0.1261436501836448,0.120540945456363,0.1183043367827973,61,104.39999999999999,3.1333333333333333,0.41855237204477796,141.8552372044778,0
56,62,0.1214997590096162,103.8,110.9,14601.2,68.1,3.0,440.7,6839.3,66.0,0.1114962923782125,0.1182055255314009,0.1306425940661284,0.1317743684345629,0.1261436501836448,0.120540945456363,62,104.16666666666667,3.1,0.4235373790319355,142.35373790319355,0
57,63,0.1315932568407027,103.1,111.9,14569.5,67.9,3.0,433.3,6890.2,65.9,0.1214997590096162,0.1114962923782125,0.1182055255314009,0.1306425940661284,0.1317743684345629,0.1261436501836448,63,103.83333333333333,3.0666666666666664,0.42423308936794146,142.42330893679414,0
58,64,0.1361196298680655,101.6,112.3,14575.0,67.8,3.1,448.3,6933.5,65.7,0.1315932568407027,0.1214997590096162,0.1114962923782125,0.1182055255314009,0.1306425940661284,0.1317743684345629,64,102.83333333333333,3.033333333333333,0.4229637525227475,142.29637525227474,0
59,65,0.142936347647274,101.2,113.0,14609.9,67.9,3.2,463.2,6896.2,65.8,0.1361196298680655,0.1315932568407027,0.1214997590096162,0.1114962923782125,0.1182055255314009,0.1306425940661284,65,101.96666666666665,3.1,0.4386451470337948,143.86451470337948,0
60,66,0.1520798384284523,101.1,113.9,14579.1,67.8,3.2,472.9,6937.7,65.6,0.142936347647274,0.1361196298680655,0.1315932568407027,0.1214997590096162,0.1114962923782125,0.1182055255314009,66,101.3,3.1666666666666665,0.44462483509774603,144.4624835097746,0
61,67,0.1520798384284523,100.3,113.9,14685.1,68.1,3.2,470.5,6871.5,65.9,0.1520798384284523,0.142936347647274,0.1361196298680655,0.1315932568407027,0.1214997590096162,0.1114962923782125,67,100.86666666666667,3.2,0.45522385329244397,145.5223853292444,0
62,68,0.148623598913167,101.6,113.6,14642.0,67.9,3.3,490.3,6925.4,65.6,0.1520798384284523,0.1520798384284523,0.142936347647274,0.1361196298680655,0.1315932568407027,0.1214997590096162,68,101.0,3.233333333333333,0.4536710787196783,145.36710787196785,0
63,69,0.1532180933088196,102.6,114.1,14665.9,68.0,3.3,481.3,6894.8,65.8,0.148623598913167,0.1520798384284523,0.1520798384284523,0.142936347647274,0.1361196298680655,0.1315932568407027,69,101.5,3.266666666666667,0.4691702065666355,146.91702065666357,0
64,70,0.1601374018686725,101.6,114.8,14687.2,67.9,3.2,471.5,6945.0,65.7,0.1532180933088196,0.148623598913167,0.1520798384284523,0.1520798384284523,0.142936347647274,0.1361196298680655,70,101.93333333333332,3.266666666666666,0.4658730764381176,146.58730764381176,0
65,71,0.1601374018686725,100.9,114.8,14690.0,67.9,3.4,504.3,6945.3,65.6,0.1601374018686725,0.1532180933088196,0.148623598913167,0.1520798384284523,0.1520798384284523,0.142936347647274,71,101.7,3.3000000000000003,0.4710230242798891,147.10230242798892,0
66,72,0.1566569896630665,99.5,114.5,14652.0,67.7,3.4,501.5,6984.2,65.4,0.1601374018686725,0.1601374018686725,0.1532180933088196,0.148623598913167,0.1520798384284523,0.1520798384284523,72,100.66666666666667,3.3333333333333335,0.45141218391455146,145.14121839145514,0
67,73,0.1566569896630665,99.6,114.5,14703.3,67.6,3.4,506.4,7063.1,65.2,0.1566569896630665,0.1601374018686725,0.1601374018686725,0.1532180933088196,0.148623598913167,0.1520798384284523,73,100.0,3.4,0.4508457352754946,145.08457352754945,0
68,74,0.1497170477250882,99.7,113.8,14710.1,67.9,3.5,509.5,6964.0,65.5,0.1566569896630665,0.1566569896630665,0.1601374018686725,0.1601374018686725,0.1532180933088196,0.148623598913167,74,99.60000000000001,3.4333333333333336,0.4574214983907183,145.74214983907183,0
69,75,0.1543159159159886,100.2,114.3,14675.3,67.7,3.5,511.5,7012.5,65.3,0.1497170477250882,0.1566569896630665,0.1566569896630665,0.1601374018686725,0.1601374018686725,0.1532180933088196,75,99.83333333333333,3.4666666666666663,0.4576986047664008,145.76986047664008,0
70,76,0.1577788636637365,99.5,114.6,14705.0,67.7,3.4,504.8,7021.1,65.4,0.1543159159159886,0.1497170477250882,0.1566569896630665,0.1566569896630665,0.1601374018686725,0.1601374018686725,76,99.8,3.466666666666667,0.4550639393825811,145.5063939382581,0
71,77,0.160094421391064,99.9,114.8,14720.1,67.7,3.4,501.8,7036.5,65.4,0.1577788636637365,0.1543159159159886,0.1497170477250882,0.1566569896630665,0.1566569896630665,0.1601374018686725,77,99.86666666666667,3.4333333333333336,0.4604617979971339,146.0461797997134,0
72,78,0.1635747046552371,99.0,115.1,14729.0,67.8,3.5,516.2,7008.4,65.4,0.160094421391064,0.1577788636637365,0.1543159159159886,0.1497170477250882,0.1566569896630665,0.1566569896630665,78,99.46666666666665,3.4333333333333336,0.4678773996522479,146.78773996522477,0
73,79,0.168229003473858,100.2,115.6,14822.2,67.8,3.5,515.2,7053.3,65.4,0.1635747046552371,0.160094421391064,0.1577788636637365,0.1543159159159886,0.1497170477250882,0.1566569896630665,79,99.7,3.4666666666666663,0.48415860737906763,148.41586073790677,0
74,80,0.1647243164634364,102.0,115.3,14762.2,67.6,3.5,512.6,7084.3,65.2,0.168229003473858,0.1635747046552371,0.160094421391064,0.1577788636637365,0.1543159159159886,0.1497170477250882,80,100.39999999999999,3.5,0.4800911810514686,148.00911810514685,0
75,81,0.1682184894128267,102.7,115.7,14765.1,67.6,3.5,511.7,7071.1,65.3,0.1647243164634364,0.168229003473858,0.1635747046552371,0.160094421391064,0.1577788636637365,0.1543159159159886,81,101.63333333333333,3.5,0.48846636266391436,148.84663626639144,0
76,82,0.1799006743069549,103.8,116.8,14827.9,67.7,3.4,510.7,7081.8,65.3,0.1682184894128267,0.1647243164634364,0.168229003473858,0.1635747046552371,0.160094421391064,0.1577788636637365,82,102.83333333333333,3.466666666666667,0.5099594576451325,150.99594576451324,0
77,83,0.1799006743069549,107.5,116.8,14788.9,67.6,3.5,512.2,7072.8,65.3,0.1799006743069549,0.1682184894128267,0.1647243164634364,0.168229003473858,0.1635747046552371,0.160094421391064,83,104.66666666666667,3.466666666666667,0.5283211966250327,152.83211966250326,0
78,84,0.1928795817243311,109.6,118.1,14880.9,67.7,3.4,514.1,7090.4,65.4,0.1799006743069549,0.1799006743069549,0.1682184894128267,0.1647243164634364,0.168229003473858,0.1635747046552371,84,106.96666666666665,3.4333333333333336,0.5583091822652364,155.83091822652364,0
79,85,0.2083870162867473,110.4,119.6,14916.7,67.8,3.4,514.8,7086.9,65.4,0.1928795817243311,0.1799006743069549,0.1799006743069549,0.1682184894128267,0.1647243164634364,0.168229003473858,85,109.16666666666667,3.433333333333333,0.5862150755727887,158.62150755727887,0
80,86,0.2059702422541738,108.7,119.4,14932.5,67.7,3.4,510.8,7121.8,65.4,0.2083870162867473,0.1928795817243311,0.1799006743069549,0.1799006743069549,0.1682184894128267,0.1647243164634364,86,109.56666666666666,3.4,0.5720553599071316,157.20553599071317,0
81,87,0.2035583017696653,107.7,119.2,14941.5,67.7,3.4,511.9,7122.5,65.4,0.2059702422541738,0.2083870162867473,0.1928795817243311,0.1799006743069549,0.1799006743069549,0.1682184894128267,87,108.93333333333334,3.4,0.5645636663610667,156.45636663610668,0
82,88,0.201151185166126,107.5,119.0,14961.9,67.8,3.4,507.5,7120.8,65.5,0.2035583017696653,0.2059702422541738,0.2083870162867473,0.1928795817243311,0.1799006743069549,0.1799006743069549,88,107.96666666666665,3.4,0.5650606467632194,156.50606467632196,0
83,89,0.1975477316106277,106.3,118.7,15027.6,67.8,3.4,507.7,7141.1,65.5,0.201151185166126,0.2035583017696653,0.2059702422541738,0.2083870162867473,0.1928795817243311,0.1799006743069549,89,107.16666666666667,3.4,0.5576879199183336,155.76879199183335,0
84,90,0.1975477316106277,106.0,118.7,15016.4,67.7,3.5,519.0,7150.4,65.4,0.1975477316106277,0.201151185166126,0.2035583017696653,0.2059702422541738,0.2083870162867473,0.1928795817243311,90,106.60000000000001,3.433333333333333,0.5566150212275481,155.66150212275483,0
85,91,0.2083256611951232,106.9,119.8,15030.2,67.8,3.4,516.9,7138.4,65.5,0.1975477316106277,0.1975477316106277,0.201151185166126,0.2035583017696653,0.2059702422541738,0.2083870162867473,91,106.40000000000002,3.4333333333333336,0.5743551100251663,157.43551100251662,0
86,92,0.2119506381787084,108.1,120.1,15058.8,67.9,3.4,514.5,7122.1,65.6,0.2083256611951232,0.1975477316106277,0.1975477316106277,0.201151185166126,0.2035583017696653,0.2059702422541738,92,107.0,3.433333333333333,0.5892567582432585,158.92567582432585,0
87,93,0.2107386875405297,107.5,120.0,15090.4,68.0,3.4,508.8,7117.7,65.7,0.2119506381787084,0.2083256611951232,0.1975477316106277,0.1975477316106277,0.201151185166126,0.2035583017696653,93,107.5,3.4,0.5895374459320702,158.95374459320703,0
88,94,0.2192138583533132,108.3,120.8,15084.0,67.9,3.3,505.1,7121.4,65.6,0.2107386875405297,0.2119506381787084,0.2083256611951232,0.1975477316106277,0.1975477316106277,0.201151185166126,94,107.96666666666665,3.3666666666666667,0.595891359453783,159.5891359453783,0
89,95,0.2204330722116663,107.8,120.9,15145.9,68.1,3.3,505.8,7084.1,65.9,0.2192138583533132,0.2107386875405297,0.2119506381787084,0.2083256611951232,0.1975477316106277,0.1975477316106277,95,107.86666666666667,3.3333333333333335,0.6041121765921869,160.4112176592187,0
90,96,0.2240943714283012,108.3,121.3,15187.0,68.2,3.4,516.5,7074.8,65.9,0.2204330722116663,0.2192138583533132,0.2107386875405297,0.2119506381787084,0.2083256611951232,0.1975477316106277,96,108.13333333333333,3.3333333333333335,0.620915096411611,162.0915096411611,0
91,97,0.2240943714283012,106.7,121.3,15230.0,68.2,3.3,508.5,7112.3,65.9,0.2240943714283012,0.2204330722116663,0.2192138583533132,0.2107386875405297,0.2119506381787084,0.2083256611951232,97,107.59999999999998,3.3333333333333335,0.6102285966780329,161.0228596678033,0
92,98,0.2204220883140164,106.3,120.9,15241.2,68.2,3.3,508.7,7115.0,65.9,0.2240943714283012,0.2240943714283012,0.2204330722116663,0.2192138583533132,0.2107386875405297,0.2119506381787084,98,107.10000000000001,3.3333333333333335,0.6039167545844542,160.3916754584454,0
93,99,0.2204220883140164,106.8,120.9,15313.1,68.2,3.3,510.0,7130.9,66.0,0.2204220883140164,0.2240943714283012,0.2240943714283012,0.2204330722116663,0.2192138583533132,0.2107386875405297,99,106.59999999999998,3.3,0.6096761945583662,160.96761945583663,0
94,100,0.2228629324906443,107.1,121.1,15357.5,68.4,3.3,504.8,7097.1,66.1,0.2204220883140164,0.2204220883140164,0.2240943714283012,0.2240943714283012,0.2204330722116663,0.2192138583533132,100,106.73333333333333,3.3,0.6226278372729935,162.26278372729934,0
95,101,0.2081885773007565,106.4,119.6,15379.0,68.5,3.4,515.8,7062.2,66.2,0.2228629324906443,0.2204220883140164,0.2204220883140164,0.2240943714283012,0.2240943714283012,0.2204330722116663,101,106.76666666666665,3.3333333333333335,0.6093014784373677,160.93014784373676,0
96,102,0.2106049544553581,106.7,119.8,15401.0,68.6,3.4,518.6,7044.5,66.3,0.2081885773007565,0.2228629324906443,0.2204220883140164,0.2204220883140164,0.2240943714283012,0.2240943714283012,102,106.73333333333333,3.3666666666666667,0.6178989758476959,161.7898975847696,0
97,103,0.2130261643642688,106.6,120.0,15421.4,68.4,3.4,525.0,7133.9,66.0,0.2106049544553581,0.2081885773007565,0.2228629324906443,0.2204220883140164,0.2204220883140164,0.2240943714283012,103,106.56666666666666,3.4,0.6143140153200795,161.43140153200795,0
98,104,0.2178782690217258,107.9,120.5,15442.9,68.5,3.3,516.4,7096.8,66.2,0.2130261643642688,0.2106049544553581,0.2081885773007565,0.2228629324906443,0.2204220883140164,0.2204220883140164,104,107.06666666666666,3.3666666666666667,0.6270938194677349,162.70938194677348,0
99,105,0.2203140255597693,108.2,120.7,15450.0,68.5,3.3,512.9,7093.7,66.3,0.2178782690217258,0.2130261643642688,0.2106049544553581,0.2081885773007565,0.2228629324906443,0.2204220883140164,105,107.56666666666668,3.3333333333333335,0.6316954379575274,163.16954379575273,0
100,106,0.2227546536108888,105.2,121.0,15457.5,68.4,3.3,516.2,7151.2,66.1,0.2203140255597693,0.2178782690217258,0.2130261643642688,0.2106049544553581,0.2081885773007565,0.2228629324906443,106,107.10000000000001,3.3,0.6165429776299609,161.6542977629961,0
