state,date,division,index
W.P. Kuala Lumpur,1/11/2012,overall,104.5
W.P. Kuala Lumpur,1/12/2012,overall,104.5
W.P. Kuala Lumpur,1/1/2013,overall,104.7
W.P. Kuala Lumpur,1/2/2013,overall,104.9
W.P. Kuala Lumpur,1/3/2013,overall,104.9
W.P. Kuala Lumpur,1/4/2013,overall,105
W.P. Kuala Lumpur,1/5/2013,overall,105.2
W.P. Kuala Lumpur,1/6/2013,overall,105.3
W.P. Kuala Lumpur,1/7/2013,overall,105.4
W.P. Kuala Lumpur,1/8/2013,overall,105.6
W.P. Kuala Lumpur,1/9/2013,overall,106.6
W.P. Kuala Lumpur,1/10/2013,overall,106.8
W.P. Kuala Lumpur,1/11/2013,overall,107.1
W.P. Kuala Lumpur,1/12/2013,overall,107.5
W.P. Kuala Lumpur,1/1/2014,overall,108
W.P. Kuala Lumpur,1/2/2014,overall,108.5
W.P. Kuala Lumpur,1/3/2014,overall,108.7
W.P. Kuala Lumpur,1/4/2014,overall,108.8
W.P. Kuala Lumpur,1/5/2014,overall,108.9
W.P. Kuala Lumpur,1/6/2014,overall,109.1
W.P. Kuala Lumpur,1/7/2014,overall,109.2
W.P. Kuala Lumpur,1/8/2014,overall,109.6
W.P. Kuala Lumpur,1/9/2014,overall,109.7
W.P. Kuala Lumpur,1/10/2014,overall,110.2
W.P. Kuala Lumpur,1/11/2014,overall,110.8
W.P. Kuala Lumpur,1/12/2014,overall,110.6
W.P. Kuala Lumpur,1/1/2015,overall,109.7
W.P. Kuala Lumpur,1/2/2015,overall,109.3
W.P. Kuala Lumpur,1/3/2015,overall,110.4
W.P. Kuala Lumpur,1/4/2015,overall,111.6
W.P. Kuala Lumpur,1/5/2015,overall,111.9
W.P. Kuala Lumpur,1/6/2015,overall,112.6
W.P. Kuala Lumpur,1/7/2015,overall,113.4
W.P. Kuala Lumpur,1/8/2015,overall,113.5
W.P. Kuala Lumpur,1/9/2015,overall,113.3
W.P. Kuala Lumpur,1/10/2015,overall,113.8
W.P. Kuala Lumpur,1/11/2015,overall,114.4
W.P. Kuala Lumpur,1/12/2015,overall,114.5
W.P. Kuala Lumpur,1/1/2016,overall,114.2
W.P. Kuala Lumpur,1/2/2016,overall,114.6
W.P. Kuala Lumpur,1/3/2016,overall,114.1
W.P. Kuala Lumpur,1/4/2016,overall,114.5
W.P. Kuala Lumpur,1/5/2016,overall,114.9
W.P. Kuala Lumpur,1/6/2016,overall,114.9
W.P. Kuala Lumpur,1/7/2016,overall,115.1
W.P. Kuala Lumpur,1/8/2016,overall,116.3
W.P. Kuala Lumpur,1/9/2016,overall,116.1
W.P. Kuala Lumpur,1/10/2016,overall,116.3
W.P. Kuala Lumpur,1/11/2016,overall,117.5
W.P. Kuala Lumpur,1/12/2016,overall,117.4
W.P. Kuala Lumpur,1/1/2017,overall,118.3
W.P. Kuala Lumpur,1/2/2017,overall,120
W.P. Kuala Lumpur,1/3/2017,overall,119.7
W.P. Kuala Lumpur,1/4/2017,overall,119.5
W.P. Kuala Lumpur,1/5/2017,overall,119.6
W.P. Kuala Lumpur,1/6/2017,overall,119.2
W.P. Kuala Lumpur,1/7/2017,overall,119.1
W.P. Kuala Lumpur,1/8/2017,overall,120.1
W.P. Kuala Lumpur,1/9/2017,overall,120.4
W.P. Kuala Lumpur,1/10/2017,overall,120.4
W.P. Kuala Lumpur,1/11/2017,overall,120.8
W.P. Kuala Lumpur,1/12/2017,overall,120.9
W.P. Kuala Lumpur,1/1/2018,overall,121.5
W.P. Kuala Lumpur,1/2/2018,overall,121.7
W.P. Kuala Lumpur,1/3/2018,overall,121.4
W.P. Kuala Lumpur,1/4/2018,overall,121.8
W.P. Kuala Lumpur,1/5/2018,overall,122.2
W.P. Kuala Lumpur,1/6/2018,overall,120.3
W.P. Kuala Lumpur,1/7/2018,overall,120.4
W.P. Kuala Lumpur,1/8/2018,overall,120.7
W.P. Kuala Lumpur,1/9/2018,overall,121.5
W.P. Kuala Lumpur,1/10/2018,overall,122
W.P. Kuala Lumpur,1/11/2018,overall,122.3
W.P. Kuala Lumpur,1/12/2018,overall,122.1
W.P. Kuala Lumpur,1/1/2019,overall,121.7
W.P. Kuala Lumpur,1/2/2019,overall,122.1
W.P. Kuala Lumpur,1/3/2019,overall,122.5
W.P. Kuala Lumpur,1/4/2019,overall,122.7
W.P. Kuala Lumpur,1/5/2019,overall,122.8
W.P. Kuala Lumpur,1/6/2019,overall,122.9
W.P. Kuala Lumpur,1/7/2019,overall,123.1
W.P. Kuala Lumpur,1/8/2019,overall,123.6
W.P. Kuala Lumpur,1/9/2019,overall,123.6
W.P. Kuala Lumpur,1/10/2019,overall,123.6
W.P. Kuala Lumpur,1/11/2019,overall,124
W.P. Kuala Lumpur,1/12/2019,overall,123.9
W.P. Kuala Lumpur,1/1/2020,overall,123.9
W.P. Kuala Lumpur,1/2/2020,overall,123.9
W.P. Kuala Lumpur,1/3/2020,overall,122.8
W.P. Kuala Lumpur,1/4/2020,overall,120.3
W.P. Kuala Lumpur,1/5/2020,overall,120.5
W.P. Kuala Lumpur,1/6/2020,overall,121.3
W.P. Kuala Lumpur,1/7/2020,overall,121.9
W.P. Kuala Lumpur,1/8/2020,overall,122.5
W.P. Kuala Lumpur,1/9/2020,overall,122.6
W.P. Kuala Lumpur,1/10/2020,overall,122.6
W.P. Kuala Lumpur,1/11/2020,overall,122.5
W.P. Kuala Lumpur,1/12/2020,overall,122.8
W.P. Kuala Lumpur,1/1/2021,overall,124
W.P. Kuala Lumpur,1/2/2021,overall,124.2
W.P. Kuala Lumpur,1/3/2021,overall,124.7
W.P. Kuala Lumpur,1/4/2021,overall,124.9
W.P. Kuala Lumpur,1/5/2021,overall,124.9
W.P. Kuala Lumpur,1/6/2021,overall,124.9
W.P. Kuala Lumpur,1/7/2021,overall,124.3
W.P. Kuala Lumpur,1/8/2021,overall,124.4
W.P. Kuala Lumpur,1/9/2021,overall,124.5
W.P. Kuala Lumpur,1/10/2021,overall,125
W.P. Kuala Lumpur,1/11/2021,overall,125.4
W.P. Kuala Lumpur,1/12/2021,overall,125.6
W.P. Kuala Lumpur,1/1/2022,overall,126.2
W.P. Kuala Lumpur,1/2/2022,overall,126.5
W.P. Kuala Lumpur,1/3/2022,overall,126.9
W.P. Kuala Lumpur,1/4/2022,overall,127.1
W.P. Kuala Lumpur,1/5/2022,overall,127.9
W.P. Kuala Lumpur,1/6/2022,overall,128.8
W.P. Kuala Lumpur,1/7/2022,overall,129
W.P. Kuala Lumpur,1/8/2022,overall,129.4
W.P. Kuala Lumpur,1/9/2022,overall,129.5
W.P. Kuala Lumpur,1/10/2022,overall,129.8
W.P. Kuala Lumpur,1/11/2022,overall,130.2
W.P. Kuala Lumpur,1/12/2022,overall,130.4
W.P. Kuala Lumpur,1/1/2023,overall,130.4
W.P. Kuala Lumpur,1/2/2023,overall,130.7
W.P. Kuala Lumpur,1/3/2023,overall,130.7
W.P. Kuala Lumpur,1/4/2023,overall,130.6
W.P. Kuala Lumpur,1/5/2023,overall,131.2
W.P. Kuala Lumpur,1/6/2023,overall,131.4
W.P. Kuala Lumpur,1/7/2023,overall,131.4
W.P. Kuala Lumpur,1/8/2023,overall,131.5
W.P. Kuala Lumpur,1/9/2023,overall,131.5
W.P. Kuala Lumpur,1/10/2023,overall,131.6
W.P. Kuala Lumpur,1/11/2023,overall,131.4
W.P. Kuala Lumpur,1/12/2023,overall,131.6
W.P. Kuala Lumpur,1/1/2024,overall,132
W.P. Kuala Lumpur,1/2/2024,overall,132.4
W.P. Kuala Lumpur,1/3/2024,overall,132.2
W.P. Kuala Lumpur,1/4/2024,overall,132.4
W.P. Kuala Lumpur,1/5/2024,overall,132.5
W.P. Kuala Lumpur,1/6/2024,overall,132.9
W.P. Kuala Lumpur,1/7/2024,overall,133.4
W.P. Kuala Lumpur,1/8/2024,overall,133.6
W.P. Kuala Lumpur,1/9/2024,overall,133.6
W.P. Kuala Lumpur,1/10/2024,overall,133.5
W.P. Kuala Lumpur,1/11/2024,overall,133.3
W.P. Kuala Lumpur,1/12/2024,overall,133.6
W.P. Kuala Lumpur,1/1/2025,overall,133.6
W.P. Kuala Lumpur,1/2/2025,overall,133.9
W.P. Kuala Lumpur,1/3/2025,overall,133.7
W.P. Kuala Lumpur,1/4/2025,overall,134.2
W.P. Kuala Lumpur,1/5/2025,overall,134.4
W.P. Kuala Lumpur,1/6/2025,overall,134.5
W.P. Kuala Lumpur,1/7/2025,overall,134.7
W.P. Labuan,1/1/2010,overall,99.4
W.P. Labuan,1/2/2010,overall,99.6
W.P. Labuan,1/3/2010,overall,99.6
W.P. Labuan,1/4/2010,overall,99.8
W.P. Labuan,1/5/2010,overall,99.8
W.P. Labuan,1/6/2010,overall,99.8
W.P. Labuan,1/7/2010,overall,100
W.P. Labuan,1/8/2010,overall,100.2
W.P. Labuan,1/9/2010,overall,100.3
W.P. Labuan,1/10/2010,overall,100.5
W.P. Labuan,1/11/2010,overall,100.2
W.P. Labuan,1/12/2010,overall,100.6
W.P. Labuan,1/1/2011,overall,101.1
W.P. Labuan,1/2/2011,overall,101.3
W.P. Labuan,1/3/2011,overall,101.4
W.P. Labuan,1/4/2011,overall,101.6
W.P. Labuan,1/5/2011,overall,103.5
W.P. Labuan,1/6/2011,overall,103.5
W.P. Labuan,1/7/2011,overall,103.9
W.P. Labuan,1/8/2011,overall,104.2
W.P. Labuan,1/9/2011,overall,104.4
W.P. Labuan,1/10/2011,overall,104.9
W.P. Labuan,1/11/2011,overall,105.2
W.P. Labuan,1/12/2011,overall,105.2
W.P. Labuan,1/1/2012,overall,105.6
W.P. Labuan,1/2/2012,overall,106
W.P. Labuan,1/3/2012,overall,105.9
W.P. Labuan,1/4/2012,overall,106
W.P. Labuan,1/5/2012,overall,106.5
W.P. Labuan,1/6/2012,overall,106.6
W.P. Labuan,1/7/2012,overall,106.6
W.P. Labuan,1/8/2012,overall,106.8
W.P. Labuan,1/9/2012,overall,107.1
W.P. Labuan,1/10/2012,overall,107
W.P. Labuan,1/11/2012,overall,107.5
W.P. Labuan,1/12/2012,overall,107.6
W.P. Labuan,1/1/2013,overall,108
W.P. Labuan,1/2/2013,overall,107.9
W.P. Labuan,1/3/2013,overall,108.5
W.P. Labuan,1/4/2013,overall,108.5
W.P. Labuan,1/5/2013,overall,108.6
W.P. Labuan,1/6/2013,overall,108.7
W.P. Labuan,1/7/2013,overall,109
W.P. Labuan,1/8/2013,overall,109
W.P. Labuan,1/9/2013,overall,110.2
W.P. Labuan,1/10/2013,overall,110.3
W.P. Labuan,1/11/2013,overall,112.4
W.P. Labuan,1/12/2013,overall,112.4
W.P. Labuan,1/1/2014,overall,112.9
W.P. Labuan,1/2/2014,overall,113.1
W.P. Labuan,1/3/2014,overall,113.1
W.P. Labuan,1/4/2014,overall,112.9
W.P. Labuan,1/5/2014,overall,112.9
W.P. Labuan,1/6/2014,overall,112.8
W.P. Labuan,1/7/2014,overall,112.7
W.P. Labuan,1/8/2014,overall,112.9
W.P. Labuan,1/9/2014,overall,112.9
W.P. Labuan,1/10/2014,overall,114
W.P. Labuan,1/11/2014,overall,114.2
W.P. Labuan,1/12/2014,overall,113.9
W.P. Labuan,1/1/2015,overall,112.4
W.P. Labuan,1/2/2015,overall,112.3
W.P. Labuan,1/3/2015,overall,113.5
W.P. Labuan,1/4/2015,overall,113.8
W.P. Labuan,1/5/2015,overall,113.9
W.P. Labuan,1/6/2015,overall,114.5
W.P. Labuan,1/7/2015,overall,115.3
W.P. Labuan,1/8/2015,overall,116.5
W.P. Labuan,1/9/2015,overall,116
W.P. Labuan,1/10/2015,overall,116.5
W.P. Labuan,1/11/2015,overall,116.6
W.P. Labuan,1/12/2015,overall,116.2
W.P. Labuan,1/1/2016,overall,115.7
W.P. Labuan,1/2/2016,overall,114.9
W.P. Labuan,1/3/2016,overall,114.5
W.P. Labuan,1/4/2016,overall,114.6
W.P. Labuan,1/5/2016,overall,115.1
W.P. Labuan,1/6/2016,overall,115.1
W.P. Labuan,1/7/2016,overall,115.1
W.P. Labuan,1/8/2016,overall,115.3
W.P. Labuan,1/9/2016,overall,115.1
W.P. Labuan,1/10/2016,overall,115.4
W.P. Labuan,1/11/2016,overall,116.2
W.P. Labuan,1/12/2016,overall,115.9
W.P. Labuan,1/1/2017,overall,116.5
W.P. Labuan,1/2/2017,overall,117.7
W.P. Labuan,1/3/2017,overall,117.6
W.P. Labuan,1/4/2017,overall,117.5
W.P. Labuan,1/5/2017,overall,117.2
W.P. Labuan,1/6/2017,overall,116.8
W.P. Labuan,1/7/2017,overall,117
W.P. Labuan,1/8/2017,overall,117.7
W.P. Labuan,1/9/2017,overall,118.1
W.P. Labuan,1/10/2017,overall,118
W.P. Labuan,1/11/2017,overall,118.4
W.P. Labuan,1/12/2017,overall,118.3
W.P. Labuan,1/1/2018,overall,118.5
W.P. Labuan,1/2/2018,overall,118.1
W.P. Labuan,1/3/2018,overall,118.1
W.P. Labuan,1/4/2018,overall,118
W.P. Labuan,1/5/2018,overall,117.7
W.P. Labuan,1/6/2018,overall,117.2
W.P. Labuan,1/7/2018,overall,117.5
W.P. Labuan,1/8/2018,overall,117.2
W.P. Labuan,1/9/2018,overall,117.7
W.P. Labuan,1/10/2018,overall,118
W.P. Labuan,1/11/2018,overall,118.2
W.P. Labuan,1/12/2018,overall,118.1
W.P. Labuan,1/1/2019,overall,117.5
W.P. Labuan,1/2/2019,overall,117.7
W.P. Labuan,1/3/2019,overall,118.1
W.P. Labuan,1/4/2019,overall,118.3
W.P. Labuan,1/5/2019,overall,118.3
W.P. Labuan,1/6/2019,overall,118.3
W.P. Labuan,1/7/2019,overall,118.3
W.P. Labuan,1/8/2019,overall,118.5
W.P. Labuan,1/9/2019,overall,118.5
W.P. Labuan,1/10/2019,overall,118.5
W.P. Labuan,1/11/2019,overall,118.5
W.P. Labuan,1/12/2019,overall,118.5
W.P. Labuan,1/1/2020,overall,118.6
W.P. Labuan,1/2/2020,overall,118.5
W.P. Labuan,1/3/2020,overall,117.1
W.P. Labuan,1/4/2020,overall,113.8
W.P. Labuan,1/5/2020,overall,114.1
W.P. Labuan,1/6/2020,overall,115.1
W.P. Labuan,1/7/2020,overall,115.7
W.P. Labuan,1/8/2020,overall,115.9
W.P. Labuan,1/9/2020,overall,115.9
W.P. Labuan,1/10/2020,overall,115.8
W.P. Labuan,1/11/2020,overall,115.7
W.P. Labuan,1/12/2020,overall,116.3
W.P. Labuan,1/1/2021,overall,116.9
W.P. Labuan,1/2/2021,overall,117.3
W.P. Labuan,1/3/2021,overall,117.9
W.P. Labuan,1/4/2021,overall,118
W.P. Labuan,1/5/2021,overall,117.9
W.P. Labuan,1/6/2021,overall,118.1
W.P. Labuan,1/7/2021,overall,117.4
W.P. Labuan,1/8/2021,overall,117.4
W.P. Labuan,1/9/2021,overall,117.4
W.P. Labuan,1/10/2021,overall,118.3
W.P. Labuan,1/11/2021,overall,118.6
W.P. Labuan,1/12/2021,overall,118.8
W.P. Labuan,1/1/2022,overall,119.1
W.P. Labuan,1/2/2022,overall,119.3
W.P. Labuan,1/3/2022,overall,119.6
W.P. Labuan,1/4/2022,overall,119.9
W.P. Labuan,1/5/2022,overall,120.6
W.P. Labuan,1/6/2022,overall,121
W.P. Labuan,1/7/2022,overall,121.2
W.P. Labuan,1/8/2022,overall,121
W.P. Labuan,1/9/2022,overall,121
W.P. Labuan,1/10/2022,overall,121.1
W.P. Labuan,1/11/2022,overall,121.5
W.P. Labuan,1/12/2022,overall,121.5
W.P. Labuan,1/1/2023,overall,121.6
W.P. Labuan,1/2/2023,overall,122.1
W.P. Labuan,1/3/2023,overall,122.2
W.P. Labuan,1/4/2023,overall,122.3
W.P. Labuan,1/5/2023,overall,122.1
W.P. Labuan,1/6/2023,overall,122.4
W.P. Labuan,1/7/2023,overall,122.5
W.P. Labuan,1/8/2023,overall,122.8
W.P. Labuan,1/9/2023,overall,122.8
W.P. Labuan,1/10/2023,overall,122.9
W.P. Labuan,1/11/2023,overall,123.2
W.P. Labuan,1/12/2023,overall,123.3
W.P. Labuan,1/1/2024,overall,123.3
W.P. Labuan,1/2/2024,overall,123.3
W.P. Labuan,1/3/2024,overall,123.1
W.P. Labuan,1/4/2024,overall,123
W.P. Labuan,1/5/2024,overall,123.2
W.P. Labuan,1/6/2024,overall,123.6
W.P. Labuan,1/7/2024,overall,123.4
W.P. Labuan,1/8/2024,overall,123.4
W.P. Labuan,1/9/2024,overall,123.3
W.P. Labuan,1/10/2024,overall,123.4
W.P. Labuan,1/11/2024,overall,123.3
W.P. Labuan,1/12/2024,overall,123.2
W.P. Labuan,1/1/2025,overall,123.3
W.P. Labuan,1/2/2025,overall,123.6
W.P. Labuan,1/3/2025,overall,123.9
W.P. Labuan,1/4/2025,overall,123.7
W.P. Labuan,1/5/2025,overall,124
W.P. Labuan,1/6/2025,overall,124.1
W.P. Labuan,1/7/2025,overall,124.3
W.P. Putrajaya,1/1/2010,overall,99.7
W.P. Putrajaya,1/2/2010,overall,99.6
W.P. Putrajaya,1/3/2010,overall,99.6
W.P. Putrajaya,1/4/2010,overall,99.6
W.P. Putrajaya,1/5/2010,overall,99.6
W.P. Putrajaya,1/6/2010,overall,99.7
W.P. Putrajaya,1/7/2010,overall,99.9
W.P. Putrajaya,1/8/2010,overall,100.1
W.P. Putrajaya,1/9/2010,overall,100.4
W.P. Putrajaya,1/10/2010,overall,100.5
W.P. Putrajaya,1/11/2010,overall,100.6
W.P. Putrajaya,1/12/2010,overall,100.8
W.P. Putrajaya,1/1/2011,overall,101.8
W.P. Putrajaya,1/2/2011,overall,102.5
W.P. Putrajaya,1/3/2011,overall,102.6
W.P. Putrajaya,1/4/2011,overall,102.9
W.P. Putrajaya,1/5/2011,overall,103.1
W.P. Putrajaya,1/6/2011,overall,103.3
W.P. Putrajaya,1/7/2011,overall,103.3
W.P. Putrajaya,1/8/2011,overall,103.4
W.P. Putrajaya,1/9/2011,overall,103.8
W.P. Putrajaya,1/10/2011,overall,104.3
W.P. Putrajaya,1/11/2011,overall,104.3
W.P. Putrajaya,1/12/2011,overall,104.6
W.P. Putrajaya,1/1/2012,overall,104.8
W.P. Putrajaya,1/2/2012,overall,105
W.P. Putrajaya,1/3/2012,overall,105
W.P. Putrajaya,1/4/2012,overall,105
W.P. Putrajaya,1/5/2012,overall,105.1
W.P. Putrajaya,1/6/2012,overall,105
W.P. Putrajaya,1/7/2012,overall,104.9
W.P. Putrajaya,1/8/2012,overall,105
W.P. Putrajaya,1/9/2012,overall,105.2
W.P. Putrajaya,1/10/2012,overall,105.2
W.P. Putrajaya,1/11/2012,overall,105.3
W.P. Putrajaya,1/12/2012,overall,105.2
W.P. Putrajaya,1/1/2013,overall,105.4
W.P. Putrajaya,1/2/2013,overall,105.5
W.P. Putrajaya,1/3/2013,overall,106
W.P. Putrajaya,1/4/2013,overall,106.7
W.P. Putrajaya,1/5/2013,overall,106.5
W.P. Putrajaya,1/6/2013,overall,106.6
W.P. Putrajaya,1/7/2013,overall,106.7
W.P. Putrajaya,1/8/2013,overall,106.8
W.P. Putrajaya,1/9/2013,overall,108.1
W.P. Putrajaya,1/10/2013,overall,108.4
W.P. Putrajaya,1/11/2013,overall,108.6
W.P. Putrajaya,1/12/2013,overall,108.9
W.P. Putrajaya,1/1/2014,overall,109.3
W.P. Putrajaya,1/2/2014,overall,109.6
W.P. Putrajaya,1/3/2014,overall,109.7
W.P. Putrajaya,1/4/2014,overall,110.1
W.P. Putrajaya,1/5/2014,overall,110.3
W.P. Putrajaya,1/6/2014,overall,110.5
W.P. Putrajaya,1/7/2014,overall,110.4
W.P. Putrajaya,1/8/2014,overall,110.6
W.P. Putrajaya,1/9/2014,overall,110.7
W.P. Putrajaya,1/10/2014,overall,111.6
W.P. Putrajaya,1/11/2014,overall,112.1
W.P. Putrajaya,1/12/2014,overall,111.7
W.P. Putrajaya,1/1/2015,overall,110
W.P. Putrajaya,1/2/2015,overall,108.9
W.P. Putrajaya,1/3/2015,overall,110.4
W.P. Putrajaya,1/4/2015,overall,111.1
W.P. Putrajaya,1/5/2015,overall,111.8
W.P. Putrajaya,1/6/2015,overall,112.6
W.P. Putrajaya,1/7/2015,overall,114.4
W.P. Putrajaya,1/8/2015,overall,114.5
W.P. Putrajaya,1/9/2015,overall,114.1
W.P. Putrajaya,1/10/2015,overall,114.8
W.P. Putrajaya,1/11/2015,overall,115.7
W.P. Putrajaya,1/12/2015,overall,115.4
W.P. Putrajaya,1/1/2016,overall,115.4
W.P. Putrajaya,1/2/2016,overall,115.3
W.P. Putrajaya,1/3/2016,overall,114.7
W.P. Putrajaya,1/4/2016,overall,115.1
W.P. Putrajaya,1/5/2016,overall,115
W.P. Putrajaya,1/6/2016,overall,115
W.P. Putrajaya,1/7/2016,overall,115.4
W.P. Putrajaya,1/8/2016,overall,115.7
W.P. Putrajaya,1/9/2016,overall,115.4
W.P. Putrajaya,1/10/2016,overall,115.7
W.P. Putrajaya,1/11/2016,overall,116.3
W.P. Putrajaya,1/12/2016,overall,116.4
W.P. Putrajaya,1/1/2017,overall,117.8
W.P. Putrajaya,1/2/2017,overall,118.8
W.P. Putrajaya,1/3/2017,overall,118.6
W.P. Putrajaya,1/4/2017,overall,118.6
W.P. Putrajaya,1/5/2017,overall,118.3
W.P. Putrajaya,1/6/2017,overall,118
W.P. Putrajaya,1/7/2017,overall,118
W.P. Putrajaya,1/8/2017,overall,118.7
W.P. Putrajaya,1/9/2017,overall,119.2
W.P. Putrajaya,1/10/2017,overall,119.1
W.P. Putrajaya,1/11/2017,overall,119.6
W.P. Putrajaya,1/12/2017,overall,119.8
W.P. Putrajaya,1/1/2018,overall,119.8
W.P. Putrajaya,1/2/2018,overall,120.2
W.P. Putrajaya,1/3/2018,overall,120
W.P. Putrajaya,1/4/2018,overall,119.7
W.P. Putrajaya,1/5/2018,overall,119.8
W.P. Putrajaya,1/6/2018,overall,117.6
W.P. Putrajaya,1/7/2018,overall,117.8
W.P. Putrajaya,1/8/2018,overall,117.8
W.P. Putrajaya,1/9/2018,overall,118.4
W.P. Putrajaya,1/10/2018,overall,118.7
W.P. Putrajaya,1/11/2018,overall,119
W.P. Putrajaya,1/12/2018,overall,119.1
W.P. Putrajaya,1/1/2019,overall,119.3
W.P. Putrajaya,1/2/2019,overall,119.6
W.P. Putrajaya,1/3/2019,overall,120.1
W.P. Putrajaya,1/4/2019,overall,120.1
W.P. Putrajaya,1/5/2019,overall,120.2
W.P. Putrajaya,1/6/2019,overall,120.1
W.P. Putrajaya,1/7/2019,overall,120.5
W.P. Putrajaya,1/8/2019,overall,120.6
W.P. Putrajaya,1/9/2019,overall,120.6
W.P. Putrajaya,1/10/2019,overall,120.8
W.P. Putrajaya,1/11/2019,overall,120.9
W.P. Putrajaya,1/12/2019,overall,121.1
W.P. Putrajaya,1/1/2020,overall,121.5
W.P. Putrajaya,1/2/2020,overall,121.5
W.P. Putrajaya,1/3/2020,overall,120.5
W.P. Putrajaya,1/4/2020,overall,117.8
W.P. Putrajaya,1/5/2020,overall,116.3
W.P. Putrajaya,1/6/2020,overall,117.5
W.P. Putrajaya,1/7/2020,overall,120.5
W.P. Putrajaya,1/8/2020,overall,120.8
W.P. Putrajaya,1/9/2020,overall,120.8
W.P. Putrajaya,1/10/2020,overall,121.1
W.P. Putrajaya,1/11/2020,overall,120.7
W.P. Putrajaya,1/12/2020,overall,121.5
W.P. Putrajaya,1/1/2021,overall,122.8
W.P. Putrajaya,1/2/2021,overall,124.4
W.P. Putrajaya,1/3/2021,overall,124.6
W.P. Putrajaya,1/4/2021,overall,124.5
W.P. Putrajaya,1/5/2021,overall,124.5
W.P. Putrajaya,1/6/2021,overall,124.5
W.P. Putrajaya,1/7/2021,overall,124.3
W.P. Putrajaya,1/8/2021,overall,124.3
W.P. Putrajaya,1/9/2021,overall,125.1
W.P. Putrajaya,1/10/2021,overall,125.6
W.P. Putrajaya,1/11/2021,overall,125.8
W.P. Putrajaya,1/12/2021,overall,126.4
W.P. Putrajaya,1/1/2022,overall,128.2
W.P. Putrajaya,1/2/2022,overall,131.7
W.P. Putrajaya,1/3/2022,overall,132.1
W.P. Putrajaya,1/4/2022,overall,132.7
W.P. Putrajaya,1/5/2022,overall,133.9
W.P. Putrajaya,1/6/2022,overall,134.6
W.P. Putrajaya,1/7/2022,overall,135.2
W.P. Putrajaya,1/8/2022,overall,134.9
W.P. Putrajaya,1/9/2022,overall,135.2
W.P. Putrajaya,1/10/2022,overall,135.2
W.P. Putrajaya,1/11/2022,overall,135.8
W.P. Putrajaya,1/12/2022,overall,136.4
W.P. Putrajaya,1/1/2023,overall,135.8
W.P. Putrajaya,1/2/2023,overall,137.9
W.P. Putrajaya,1/3/2023,overall,138
W.P. Putrajaya,1/4/2023,overall,138.1
W.P. Putrajaya,1/5/2023,overall,138.1
W.P. Putrajaya,1/6/2023,overall,138.4
W.P. Putrajaya,1/7/2023,overall,138.7
W.P. Putrajaya,1/8/2023,overall,138.6
W.P. Putrajaya,1/9/2023,overall,138.7
W.P. Putrajaya,1/10/2023,overall,138.9
W.P. Putrajaya,1/11/2023,overall,138.9
W.P. Putrajaya,1/12/2023,overall,139.2
W.P. Putrajaya,1/1/2024,overall,139.5
W.P. Putrajaya,1/2/2024,overall,140.1
W.P. Putrajaya,1/3/2024,overall,140
W.P. Putrajaya,1/4/2024,overall,140.3
W.P. Putrajaya,1/5/2024,overall,140.3
W.P. Putrajaya,1/6/2024,overall,140.4
W.P. Putrajaya,1/7/2024,overall,140.3
W.P. Putrajaya,1/8/2024,overall,140.4
W.P. Putrajaya,1/9/2024,overall,140.4
W.P. Putrajaya,1/10/2024,overall,140.6
W.P. Putrajaya,1/11/2024,overall,140.4
W.P. Putrajaya,1/12/2024,overall,140.5
W.P. Putrajaya,1/1/2025,overall,140.5
W.P. Putrajaya,1/2/2025,overall,140.7
W.P. Putrajaya,1/3/2025,overall,141
W.P. Putrajaya,1/4/2025,overall,141
W.P. Putrajaya,1/5/2025,overall,141
W.P. Putrajaya,1/6/2025,overall,141.1
W.P. Putrajaya,1/7/2025,overall,141.4
Johor,1/1/2010,1,98.9
Johor,1/2/2010,1,98.9
Johor,1/3/2010,1,99
Johor,1/4/2010,1,99.1
Johor,1/5/2010,1,99.4
Johor,1/6/2010,1,100.1
Johor,1/7/2010,1,100.5
Johor,1/8/2010,1,100.7
Johor,1/9/2010,1,100.5
Johor,1/10/2010,1,100.5
Johor,1/11/2010,1,101.1
Johor,1/12/2010,1,101.2
Johor,1/1/2011,1,102.5
Johor,1/2/2011,1,104.1
Johor,1/3/2011,1,103.7
Johor,1/4/2011,1,103.8
Johor,1/5/2011,1,103.9
Johor,1/6/2011,1,105.5
Johor,1/7/2011,1,106
Johor,1/8/2011,1,105.7
Johor,1/9/2011,1,106.4
Johor,1/10/2011,1,107.4
Johor,1/11/2011,1,107
Johor,1/12/2011,1,107.6
Johor,1/1/2012,1,109.5
Johor,1/2/2012,1,107.5
Johor,1/3/2012,1,107.2
Johor,1/4/2012,1,106.9
Johor,1/5/2012,1,107.9
Johor,1/6/2012,1,108.5
Johor,1/7/2012,1,108.8
Johor,1/8/2012,1,109.1
Johor,1/9/2012,1,109.3
Johor,1/10/2012,1,109.4
Johor,1/11/2012,1,109.5
Johor,1/12/2012,1,110
Johor,1/1/2013,1,111.7
Johor,1/2/2013,1,112.2
Johor,1/3/2013,1,111.7
Johor,1/4/2013,1,111.4
Johor,1/5/2013,1,112.1
Johor,1/6/2013,1,112.5
Johor,1/7/2013,1,113.2
Johor,1/8/2013,1,113.5
Johor,1/9/2013,1,113.7
Johor,1/10/2013,1,113.8
Johor,1/11/2013,1,114
Johor,1/12/2013,1,115.6
Johor,1/1/2014,1,116.1
