state,date,division,inflation_yoy,inflation_mom
W.P. Kuala Lumpur,1/10/2016,2,18.2,-0.1
W.P. Kuala Lumpur,1/11/2016,2,1.3,0.1
W.P. Kuala Lumpur,1/12/2016,2,-0.3,0
W.P. Kuala Lumpur,1/1/2017,2,0.1,0.2
W.P. Kuala Lumpur,1/2/2017,2,0.4,0.2
W.P. Kuala Lumpur,1/3/2017,2,0.3,-0.1
W.P. Kuala Lumpur,1/4/2017,2,0.6,0.3
W.P. Kuala Lumpur,1/5/2017,2,0.9,0.4
W.P. Kuala Lumpur,1/6/2017,2,0.6,-0.3
W.P. Kuala Lumpur,1/7/2017,2,0.3,-0.3
W.P. Kuala Lumpur,1/8/2017,2,0.5,0.1
W.P. Kuala Lumpur,1/9/2017,2,0.7,0.2
W.P. Kuala Lumpur,1/10/2017,2,0.9,0
W.P. Kuala Lumpur,1/11/2017,2,0.8,0.1
W.P. Kuala Lumpur,1/12/2017,2,1,0.2
W.P. Kuala Lumpur,1/1/2018,2,0.7,0
W.P. Kuala Lumpur,1/2/2018,2,0.9,0.4
W.P. Kuala Lumpur,1/3/2018,2,1.1,0
W.P. Kuala Lumpur,1/4/2018,2,1,0.2
W.P. Kuala Lumpur,1/5/2018,2,0.6,0
W.P. Kuala Lumpur,1/6/2018,2,-0.6,-1.5
W.P. Kuala Lumpur,1/7/2018,2,-1.1,-0.8
W.P. Kuala Lumpur,1/8/2018,2,-1.2,0
W.P. Kuala Lumpur,1/9/2018,2,-1.2,0.2
W.P. Kuala Lumpur,1/10/2018,2,-1,0.2
W.P. Kuala Lumpur,1/11/2018,2,0.4,1.5
W.P. Kuala Lumpur,1/12/2018,2,-0.2,-0.4
W.P. Kuala Lumpur,1/1/2019,2,-0.2,0
W.P. Kuala Lumpur,1/2/2019,2,-1.3,-0.8
W.P. Kuala Lumpur,1/3/2019,2,-1.5,-0.1
W.P. Kuala Lumpur,1/4/2019,2,-1.2,0.6
W.P. Kuala Lumpur,1/5/2019,2,-1.2,0
W.P. Kuala Lumpur,1/6/2019,2,0.3,0
W.P. Kuala Lumpur,1/7/2019,2,0.6,-0.6
W.P. Kuala Lumpur,1/8/2019,2,1.4,0.8
W.P. Kuala Lumpur,1/9/2019,2,0.6,-0.6
W.P. Kuala Lumpur,1/10/2019,2,-0.1,-0.5
W.P. Kuala Lumpur,1/11/2019,2,-1.6,0
W.P. Kuala Lumpur,1/12/2019,2,-1.2,0
W.P. Kuala Lumpur,1/1/2020,2,-0.7,0.4
W.P. Kuala Lumpur,1/2/2020,2,0.1,0
W.P. Kuala Lumpur,1/3/2020,2,0.9,0.7
W.P. Kuala Lumpur,1/4/2020,2,0.4,0
W.P. Kuala Lumpur,1/5/2020,2,0.4,0
W.P. Kuala Lumpur,1/6/2020,2,0.4,0.1
W.P. Kuala Lumpur,1/7/2020,2,1.4,0.4
W.P. Kuala Lumpur,1/8/2020,2,0.9,0.4
W.P. Kuala Lumpur,1/9/2020,2,2,0.5
W.P. Kuala Lumpur,1/10/2020,2,2.5,0
W.P. Kuala Lumpur,1/11/2020,2,2.7,0.2
W.P. Kuala Lumpur,1/12/2020,2,3.2,0.5
W.P. Kuala Lumpur,1/1/2021,2,2.8,0
W.P. Kuala Lumpur,1/2/2021,2,2.8,0
W.P. Kuala Lumpur,1/3/2021,2,2.2,0.1
W.P. Kuala Lumpur,1/4/2021,2,2.5,0.3
W.P. Kuala Lumpur,1/5/2021,2,2.8,0.4
W.P. Kuala Lumpur,1/6/2021,2,2.8,0
W.P. Kuala Lumpur,1/7/2021,2,1.8,-0.5
W.P. Kuala Lumpur,1/8/2021,2,1.6,0.2
W.P. Kuala Lumpur,1/9/2021,2,1.3,0.2
W.P. Kuala Lumpur,1/10/2021,2,0.4,-1
W.P. Kuala Lumpur,1/11/2021,2,0.4,0.3
W.P. Kuala Lumpur,1/12/2021,2,-0.1,0
W.P. Kuala Lumpur,1/1/2022,2,0.3,0.4
W.P. Kuala Lumpur,1/2/2022,2,0.3,0
W.P. Kuala Lumpur,1/3/2022,2,1.3,1.1
W.P. Kuala Lumpur,1/4/2022,2,1,0
W.P. Kuala Lumpur,1/5/2022,2,0.9,0.3
W.P. Kuala Lumpur,1/6/2022,2,0.9,0
W.P. Kuala Lumpur,1/7/2022,2,1.6,0.2
W.P. Kuala Lumpur,1/8/2022,2,1.7,0.2
W.P. Kuala Lumpur,1/9/2022,2,1.7,0.2
W.P. Kuala Lumpur,1/10/2022,2,2.7,-0.1
W.P. Kuala Lumpur,1/11/2022,2,2.4,0
W.P. Kuala Lumpur,1/12/2022,2,1.3,-1
W.P. Kuala Lumpur,1/1/2023,2,2.3,1.3
W.P. Kuala Lumpur,1/2/2023,2,1.8,-0.5
W.P. Kuala Lumpur,1/3/2023,2,1.1,0.4
W.P. Kuala Lumpur,1/4/2023,2,0.8,-0.4
W.P. Kuala Lumpur,1/5/2023,2,1.4,0.9
W.P. Kuala Lumpur,1/6/2023,2,1.4,0
W.P. Kuala Lumpur,1/7/2023,2,1.1,-0.2
W.P. Kuala Lumpur,1/8/2023,2,0.6,-0.2
W.P. Kuala Lumpur,1/9/2023,2,1,0.6
W.P. Kuala Lumpur,1/10/2023,2,0.9,-0.1
W.P. Kuala Lumpur,1/11/2023,2,1.2,0.3
W.P. Kuala Lumpur,1/12/2023,2,1.7,-0.5
W.P. Kuala Lumpur,1/1/2024,2,0.1,-0.4
W.P. Kuala Lumpur,1/2/2024,2,0.1,-0.4
W.P. Kuala Lumpur,1/3/2024,2,1.8,2.1
W.P. Kuala Lumpur,1/4/2024,2,2.4,0.3
W.P. Kuala Lumpur,1/5/2024,2,2.5,1
W.P. Kuala Lumpur,1/6/2024,2,2.6,0.2
W.P. Kuala Lumpur,1/7/2024,2,2.7,-0.1
W.P. Kuala Lumpur,1/8/2024,2,3.2,0.2
W.P. Kuala Lumpur,1/9/2024,2,2.7,0.2
W.P. Kuala Lumpur,1/10/2024,2,3,0.2
W.P. Kuala Lumpur,1/11/2024,2,2.7,0
W.P. Kuala Lumpur,1/12/2024,2,3.2,0
W.P. Kuala Lumpur,1/1/2025,2,4.3,0.7
W.P. Kuala Lumpur,1/2/2025,2,4.5,-0.2
W.P. Kuala Lumpur,1/3/2025,2,2.3,-0.1
W.P. Kuala Lumpur,1/4/2025,2,2,0
W.P. Kuala Lumpur,1/5/2025,2,1.2,0.2
W.P. Kuala Lumpur,1/6/2025,2,0.5,-0.5
W.P. Kuala Lumpur,1/7/2025,2,1.8,1.1
W.P. Labuan,1/2/2010,2,,0
W.P. Labuan,1/3/2010,2,,0
W.P. Labuan,1/4/2010,2,,0
W.P. Labuan,1/5/2010,2,,0
W.P. Labuan,1/6/2010,2,,0
W.P. Labuan,1/7/2010,2,,0
W.P. Labuan,1/8/2010,2,,0
W.P. Labuan,1/9/2010,2,,0
W.P. Labuan,1/10/2010,2,,0
W.P. Labuan,1/11/2010,2,,0
W.P. Labuan,1/12/2010,2,,0
W.P. Labuan,1/1/2011,2,0,0
W.P. Labuan,1/2/2011,2,0,0
W.P. Labuan,1/3/2011,2,0,0
W.P. Labuan,1/4/2011,2,0,0
W.P. Labuan,1/5/2011,2,0,0
W.P. Labuan,1/6/2011,2,0,0
W.P. Labuan,1/7/2011,2,0,0
W.P. Labuan,1/8/2011,2,0,0
W.P. Labuan,1/9/2011,2,0,0
W.P. Labuan,1/10/2011,2,0,0
W.P. Labuan,1/11/2011,2,0,0
W.P. Labuan,1/12/2011,2,0,0
W.P. Labuan,1/1/2012,2,0,0
W.P. Labuan,1/2/2012,2,0,0
W.P. Labuan,1/3/2012,2,0,0
W.P. Labuan,1/4/2012,2,0,0
W.P. Labuan,1/5/2012,2,0,0
W.P. Labuan,1/6/2012,2,0,0
W.P. Labuan,1/7/2012,2,0,0
W.P. Labuan,1/8/2012,2,0,0
W.P. Labuan,1/9/2012,2,0,0
W.P. Labuan,1/10/2012,2,0,0
W.P. Labuan,1/11/2012,2,0,0
W.P. Labuan,1/12/2012,2,0,0
W.P. Labuan,1/1/2013,2,0,0
W.P. Labuan,1/2/2013,2,0,0
W.P. Labuan,1/3/2013,2,0,0
W.P. Labuan,1/4/2013,2,0,0
W.P. Labuan,1/5/2013,2,0,0
W.P. Labuan,1/6/2013,2,0,0
W.P. Labuan,1/7/2013,2,0,0
W.P. Labuan,1/8/2013,2,0,0
W.P. Labuan,1/9/2013,2,0,0
W.P. Labuan,1/10/2013,2,0,0
W.P. Labuan,1/11/2013,2,0,0
W.P. Labuan,1/12/2013,2,0,0
W.P. Labuan,1/1/2014,2,0,0
W.P. Labuan,1/2/2014,2,0,0
W.P. Labuan,1/3/2014,2,0,0
W.P. Labuan,1/4/2014,2,0,0
W.P. Labuan,1/5/2014,2,0,0
W.P. Labuan,1/6/2014,2,0,0
W.P. Labuan,1/7/2014,2,0,0
W.P. Labuan,1/8/2014,2,0,0
W.P. Labuan,1/9/2014,2,0,0
W.P. Labuan,1/10/2014,2,0,0
W.P. Labuan,1/11/2014,2,0,0
W.P. Labuan,1/12/2014,2,0,0
W.P. Labuan,1/1/2015,2,0,0
W.P. Labuan,1/2/2015,2,0,0
W.P. Labuan,1/3/2015,2,0,0
W.P. Labuan,1/4/2015,2,6.9,6.9
W.P. Labuan,1/5/2015,2,12.8,5.5
W.P. Labuan,1/6/2015,2,12.8,0
W.P. Labuan,1/7/2015,2,12.8,0
W.P. Labuan,1/8/2015,2,12.8,0
W.P. Labuan,1/9/2015,2,12.8,0
W.P. Labuan,1/10/2015,2,12.8,0
W.P. Labuan,1/11/2015,2,12.8,0
W.P. Labuan,1/12/2015,2,12.8,0
W.P. Labuan,1/1/2016,2,12.8,0
W.P. Labuan,1/2/2016,2,12.8,0
W.P. Labuan,1/3/2016,2,12.8,0
W.P. Labuan,1/4/2016,2,5.5,0
W.P. Labuan,1/5/2016,2,14,14
W.P. Labuan,1/6/2016,2,14.4,0.3
W.P. Labuan,1/7/2016,2,14.4,0
W.P. Labuan,1/8/2016,2,14.4,0
W.P. Labuan,1/9/2016,2,14.9,0.5
W.P. Labuan,1/10/2016,2,14.9,0
W.P. Labuan,1/11/2016,2,14.9,0
W.P. Labuan,1/12/2016,2,14.9,0
W.P. Labuan,1/1/2017,2,14.9,0
W.P. Labuan,1/2/2017,2,15.2,0.2
W.P. Labuan,1/3/2017,2,15.2,0.1
W.P. Labuan,1/4/2017,2,15.2,0
W.P. Labuan,1/5/2017,2,0.9,-0.2
W.P. Labuan,1/6/2017,2,0.6,0
W.P. Labuan,1/7/2017,2,0.7,0.1
W.P. Labuan,1/8/2017,2,0.4,-0.3
W.P. Labuan,1/9/2017,2,-0.1,0
W.P. Labuan,1/10/2017,2,0.2,0.2
W.P. Labuan,1/11/2017,2,0.1,-0.1
W.P. Labuan,1/12/2017,2,-0.1,-0.2
W.P. Labuan,1/1/2018,2,-0.1,0
W.P. Labuan,1/2/2018,2,-0.3,0
W.P. Labuan,1/3/2018,2,-0.4,0
W.P. Labuan,1/4/2018,2,-0.4,0
W.P. Labuan,1/5/2018,2,-0.2,0
W.P. Labuan,1/6/2018,2,-0.2,0
W.P. Labuan,1/7/2018,2,-0.3,0
W.P. Labuan,1/8/2018,2,0,0
W.P. Labuan,1/9/2018,2,0,0
W.P. Labuan,1/10/2018,2,-0.2,0
W.P. Labuan,1/11/2018,2,2.2,2.4
W.P. Labuan,1/12/2018,2,2.5,0.1
W.P. Labuan,1/1/2019,2,2.5,0
W.P. Labuan,1/2/2019,2,2.5,0
W.P. Labuan,1/3/2019,2,2.5,0
W.P. Labuan,1/4/2019,2,2.5,0
W.P. Labuan,1/5/2019,2,2.5,0
W.P. Labuan,1/6/2019,2,2.5,0
W.P. Labuan,1/7/2019,2,2.5,0
W.P. Labuan,1/8/2019,2,2.5,0
W.P. Labuan,1/9/2019,2,2.5,0
W.P. Labuan,1/10/2019,2,2.5,0
W.P. Labuan,1/11/2019,2,0.1,0
W.P. Labuan,1/12/2019,2,0,0
W.P. Labuan,1/1/2020,2,0,0
W.P. Labuan,1/2/2020,2,0,0
W.P. Labuan,1/3/2020,2,0,0
W.P. Labuan,1/4/2020,2,0,0
W.P. Labuan,1/5/2020,2,0,0
W.P. Labuan,1/6/2020,2,0,0
W.P. Labuan,1/7/2020,2,0,0
W.P. Labuan,1/8/2020,2,0,0
W.P. Labuan,1/9/2020,2,0,0
W.P. Labuan,1/10/2020,2,0,0
W.P. Labuan,1/11/2020,2,0,0
W.P. Labuan,1/12/2020,2,0,0
W.P. Labuan,1/1/2021,2,0,0
W.P. Labuan,1/2/2021,2,0,0
W.P. Labuan,1/3/2021,2,0,0
W.P. Labuan,1/4/2021,2,0,0
W.P. Labuan,1/5/2021,2,0,0
W.P. Labuan,1/6/2021,2,0,0
W.P. Labuan,1/7/2021,2,0,0
W.P. Labuan,1/8/2021,2,0,0
W.P. Labuan,1/9/2021,2,0,0
W.P. Labuan,1/10/2021,2,0,0
W.P. Labuan,1/11/2021,2,0,0
W.P. Labuan,1/12/2021,2,0,0
W.P. Labuan,1/1/2022,2,0,0
W.P. Labuan,1/2/2022,2,0,0
W.P. Labuan,1/3/2022,2,0,0
W.P. Labuan,1/4/2022,2,0,0
W.P. Labuan,1/5/2022,2,0,0
W.P. Labuan,1/6/2022,2,0,0
W.P. Labuan,1/7/2022,2,0,0
W.P. Labuan,1/8/2022,2,0,0
W.P. Labuan,1/9/2022,2,0,0
W.P. Labuan,1/10/2022,2,0,0
W.P. Labuan,1/11/2022,2,0,0
W.P. Labuan,1/12/2022,2,0,0
W.P. Labuan,1/1/2023,2,0,0
W.P. Labuan,1/2/2023,2,0,0
W.P. Labuan,1/3/2023,2,0,0
W.P. Labuan,1/4/2023,2,0,0
W.P. Labuan,1/5/2023,2,0,0
W.P. Labuan,1/6/2023,2,0,0
W.P. Labuan,1/7/2023,2,0,0
W.P. Labuan,1/8/2023,2,0,0
W.P. Labuan,1/9/2023,2,0.5,0.5
W.P. Labuan,1/10/2023,2,0.5,0
W.P. Labuan,1/11/2023,2,0.5,0
W.P. Labuan,1/12/2023,2,0.5,0
W.P. Labuan,1/1/2024,2,0.5,0
W.P. Labuan,1/2/2024,2,0.5,0
W.P. Labuan,1/3/2024,2,0.5,0
W.P. Labuan,1/4/2024,2,0.5,0
W.P. Labuan,1/5/2024,2,0.5,0
W.P. Labuan,1/6/2024,2,0.5,0
W.P. Labuan,1/7/2024,2,0.5,0
W.P. Labuan,1/8/2024,2,0.5,0
W.P. Labuan,1/9/2024,2,0,0
W.P. Labuan,1/10/2024,2,0,0
W.P. Labuan,1/11/2024,2,0,0
W.P. Labuan,1/12/2024,2,0,0
W.P. Labuan,1/1/2025,2,0,0
W.P. Labuan,1/2/2025,2,0,0
W.P. Labuan,1/3/2025,2,0,0
W.P. Labuan,1/4/2025,2,0.4,0.4
W.P. Labuan,1/5/2025,2,0.4,0
W.P. Labuan,1/6/2025,2,0.4,0
W.P. Labuan,1/7/2025,2,0.4,0
W.P. Putrajaya,1/2/2010,2,,0
W.P. Putrajaya,1/3/2010,2,,0
W.P. Putrajaya,1/4/2010,2,,0
W.P. Putrajaya,1/5/2010,2,,0
W.P. Putrajaya,1/6/2010,2,,0
W.P. Putrajaya,1/7/2010,2,,0
W.P. Putrajaya,1/8/2010,2,,0
W.P. Putrajaya,1/9/2010,2,,0
W.P. Putrajaya,1/10/2010,2,,7.5
W.P. Putrajaya,1/11/2010,2,,0
W.P. Putrajaya,1/12/2010,2,,0
W.P. Putrajaya,1/1/2011,2,7.5,0
W.P. Putrajaya,1/2/2011,2,7.5,0
W.P. Putrajaya,1/3/2011,2,7.5,0
W.P. Putrajaya,1/4/2011,2,7.5,0
W.P. Putrajaya,1/5/2011,2,7.5,0
W.P. Putrajaya,1/6/2011,2,7.5,0
W.P. Putrajaya,1/7/2011,2,7.5,0
W.P. Putrajaya,1/8/2011,2,7.5,0
W.P. Putrajaya,1/9/2011,2,7.5,0
W.P. Putrajaya,1/10/2011,2,0,0
W.P. Putrajaya,1/11/2011,2,0,0
W.P. Putrajaya,1/12/2011,2,0,0
W.P. Putrajaya,1/1/2012,2,0,0
W.P. Putrajaya,1/2/2012,2,0,0
W.P. Putrajaya,1/3/2012,2,0,0
W.P. Putrajaya,1/4/2012,2,0,0
W.P. Putrajaya,1/5/2012,2,0,0
W.P. Putrajaya,1/6/2012,2,0,0
W.P. Putrajaya,1/7/2012,2,0,0
W.P. Putrajaya,1/8/2012,2,0,0
W.P. Putrajaya,1/9/2012,2,0,0
W.P. Putrajaya,1/10/2012,2,0,0
W.P. Putrajaya,1/11/2012,2,2.1,2.1
W.P. Putrajaya,1/12/2012,2,2.1,0
W.P. Putrajaya,1/1/2013,2,2.1,0
W.P. Putrajaya,1/2/2013,2,2.1,0
W.P. Putrajaya,1/3/2013,2,2.1,0
W.P. Putrajaya,1/4/2013,2,2.1,0
W.P. Putrajaya,1/5/2013,2,2.1,0
W.P. Putrajaya,1/6/2013,2,5,2.9
W.P. Putrajaya,1/7/2013,2,5,0
W.P. Putrajaya,1/8/2013,2,5,0
W.P. Putrajaya,1/9/2013,2,5.6,0.5
W.P. Putrajaya,1/10/2013,2,20.1,13.7
W.P. Putrajaya,1/11/2013,2,17.6,0
W.P. Putrajaya,1/12/2013,2,17.6,0
W.P. Putrajaya,1/1/2014,2,17.6,0
W.P. Putrajaya,1/2/2014,2,17.6,0
W.P. Putrajaya,1/3/2014,2,17.6,0
W.P. Putrajaya,1/4/2014,2,17.6,0
W.P. Putrajaya,1/5/2014,2,17.6,0
W.P. Putrajaya,1/6/2014,2,14.4,0
W.P. Putrajaya,1/7/2014,2,14.4,0
W.P. Putrajaya,1/8/2014,2,14.4,0
W.P. Putrajaya,1/9/2014,2,18.1,3.9
W.P. Putrajaya,1/10/2014,2,0,-3.7
W.P. Putrajaya,1/11/2014,2,12.5,12.5
W.P. Putrajaya,1/12/2014,2,12.5,0
W.P. Putrajaya,1/1/2015,2,12.5,0
W.P. Putrajaya,1/2/2015,2,12.5,0
W.P. Putrajaya,1/3/2015,2,12.5,0
W.P. Putrajaya,1/4/2015,2,14.7,2
W.P. Putrajaya,1/5/2015,2,12.5,-1.9
W.P. Putrajaya,1/6/2015,2,12.6,0.1
W.P. Putrajaya,1/7/2015,2,14.9,2
W.P. Putrajaya,1/8/2015,2,14.9,0
W.P. Putrajaya,1/9/2015,2,10.6,0
W.P. Putrajaya,1/10/2015,2,14.9,0
W.P. Putrajaya,1/11/2015,2,23.6,20.9
W.P. Putrajaya,1/12/2015,2,25.9,1.9
W.P. Putrajaya,1/1/2016,2,25.9,0
W.P. Putrajaya,1/2/2016,2,25.9,0
W.P. Putrajaya,1/3/2016,2,25.9,0
W.P. Putrajaya,1/4/2016,2,23.5,0
W.P. Putrajaya,1/5/2016,2,25.9,0
W.P. Putrajaya,1/6/2016,2,25.7,0
W.P. Putrajaya,1/7/2016,2,23.2,0
W.P. Putrajaya,1/8/2016,2,23.2,0
W.P. Putrajaya,1/9/2016,2,23.2,0
W.P. Putrajaya,1/10/2016,2,23.2,0
W.P. Putrajaya,1/11/2016,2,1.9,0
W.P. Putrajaya,1/12/2016,2,0,0
W.P. Putrajaya,1/1/2017,2,0,0
W.P. Putrajaya,1/2/2017,2,0,0
W.P. Putrajaya,1/3/2017,2,0,0
W.P. Putrajaya,1/4/2017,2,0,0
W.P. Putrajaya,1/5/2017,2,0,0
W.P. Putrajaya,1/6/2017,2,0,0
W.P. Putrajaya,1/7/2017,2,0,0
W.P. Putrajaya,1/8/2017,2,0,0
W.P. Putrajaya,1/9/2017,2,0,0
W.P. Putrajaya,1/10/2017,2,0,0
W.P. Putrajaya,1/11/2017,2,0,0
W.P. Putrajaya,1/12/2017,2,0,0
W.P. Putrajaya,1/1/2018,2,0.1,0.1
W.P. Putrajaya,1/2/2018,2,-0.1,-0.1
W.P. Putrajaya,1/3/2018,2,0.1,0.1
W.P. Putrajaya,1/4/2018,2,0.1,0.1
W.P. Putrajaya,1/5/2018,2,0.2,0.1
W.P. Putrajaya,1/6/2018,2,-0.3,-0.5
W.P. Putrajaya,1/7/2018,2,-0.3,0
W.P. Putrajaya,1/8/2018,2,-0.6,-0.3
W.P. Putrajaya,1/9/2018,2,-0.5,0.1
W.P. Putrajaya,1/10/2018,2,-0.4,0.1
W.P. Putrajaya,1/11/2018,2,1.8,2.2
W.P. Putrajaya,1/12/2018,2,1.7,-0.1
W.P. Putrajaya,1/1/2019,2,1.6,-0.1
W.P. Putrajaya,1/2/2019,2,1.7,0
W.P. Putrajaya,1/3/2019,2,1.7,0.1
W.P. Putrajaya,1/4/2019,2,1.6,0
W.P. Putrajaya,1/5/2019,2,1.6,0.1
W.P. Putrajaya,1/6/2019,2,2.2,0.1
W.P. Putrajaya,1/7/2019,2,2.3,0.1
W.P. Putrajaya,1/8/2019,2,2.5,-0.1
W.P. Putrajaya,1/9/2019,2,2.5,0
W.P. Putrajaya,1/10/2019,2,2.5,0.1
W.P. Putrajaya,1/11/2019,2,0.2,0
W.P. Putrajaya,1/12/2019,2,0.2,-0.1
W.P. Putrajaya,1/1/2020,2,0.3,0
W.P. Putrajaya,1/2/2020,2,0.3,0
W.P. Putrajaya,1/3/2020,2,0.3,0.1
W.P. Putrajaya,1/4/2020,2,0.3,0
W.P. Putrajaya,1/5/2020,2,0.2,0.1
W.P. Putrajaya,1/6/2020,2,0.2,0
W.P. Putrajaya,1/7/2020,2,0.2,0.2
W.P. Putrajaya,1/8/2020,2,0.4,0.1
W.P. Putrajaya,1/9/2020,2,0.4,0.1
W.P. Putrajaya,1/10/2020,2,0.4,0
W.P. Putrajaya,1/11/2020,2,0.4,0
W.P. Putrajaya,1/12/2020,2,0.4,0
W.P. Putrajaya,1/1/2021,2,0.4,0
W.P. Putrajaya,1/2/2021,2,0.5,0.1
W.P. Putrajaya,1/3/2021,2,0.6,0.2
W.P. Putrajaya,1/4/2021,2,0.6,0
W.P. Putrajaya,1/5/2021,2,0.5,-0.1
W.P. Putrajaya,1/6/2021,2,0.7,0.2
W.P. Putrajaya,1/7/2021,2,0.5,0
W.P. Putrajaya,1/8/2021,2,0.4,0
W.P. Putrajaya,1/9/2021,2,0.3,0
W.P. Putrajaya,1/10/2021,2,0.4,0.1
W.P. Putrajaya,1/11/2021,2,0.3,-0.1
W.P. Putrajaya,1/12/2021,2,0.3,-0.1
W.P. Putrajaya,1/1/2022,2,0.7,0.4
W.P. Putrajaya,1/2/2022,2,0.7,0.1
W.P. Putrajaya,1/3/2022,2,0.6,0.1
W.P. Putrajaya,1/4/2022,2,0.6,0
W.P. Putrajaya,1/5/2022,2,0.7,0.1
W.P. Putrajaya,1/6/2022,2,0.7,0.2
W.P. Putrajaya,1/7/2022,2,0.9,0.2
W.P. Putrajaya,1/8/2022,2,0.9,0
W.P. Putrajaya,1/9/2022,2,1,0.1
W.P. Putrajaya,1/10/2022,2,1.1,0.2
W.P. Putrajaya,1/11/2022,2,1.1,0
W.P. Putrajaya,1/12/2022,2,1.1,-0.1
W.P. Putrajaya,1/1/2023,2,0.8,0.1
W.P. Putrajaya,1/2/2023,2,0.7,0
W.P. Putrajaya,1/3/2023,2,0.6,0
W.P. Putrajaya,1/4/2023,2,0.7,0.1
W.P. Putrajaya,1/5/2023,2,0.6,0
W.P. Putrajaya,1/6/2023,2,0.4,-0.1
W.P. Putrajaya,1/7/2023,2,0.2,0
W.P. Putrajaya,1/8/2023,2,0.2,0
W.P. Putrajaya,1/9/2023,2,0.5,0.3
W.P. Putrajaya,1/10/2023,2,0.5,0.2
W.P. Putrajaya,1/11/2023,2,0.5,0
W.P. Putrajaya,1/12/2023,2,0.5,0
W.P. Putrajaya,1/1/2024,2,0.5,0
W.P. Putrajaya,1/2/2024,2,0.5,0
W.P. Putrajaya,1/3/2024,2,0.5,0
W.P. Putrajaya,1/4/2024,2,0.4,0
W.P. Putrajaya,1/5/2024,2,0.4,0
W.P. Putrajaya,1/6/2024,2,0.5,0
W.P. Putrajaya,1/7/2024,2,0.5,0
W.P. Putrajaya,1/8/2024,2,0.5,0
W.P. Putrajaya,1/9/2024,2,0.2,0
W.P. Putrajaya,1/10/2024,2,0,0
W.P. Putrajaya,1/11/2024,2,0,0
W.P. Putrajaya,1/12/2024,2,0,0
W.P. Putrajaya,1/1/2025,2,0,0
W.P. Putrajaya,1/2/2025,2,0,0
W.P. Putrajaya,1/3/2025,2,0,0
W.P. Putrajaya,1/4/2025,2,0,0
W.P. Putrajaya,1/5/2025,2,0,0
W.P. Putrajaya,1/6/2025,2,0,0
W.P. Putrajaya,1/7/2025,2,0,0
Johor,1/2/2010,3,,-0.5
Johor,1/3/2010,3,,0
Johor,1/4/2010,3,,0.4
Johor,1/5/2010,3,,-0.5
Johor,1/6/2010,3,,-1.4
Johor,1/7/2010,3,,0.7
Johor,1/8/2010,3,,-0.5
Johor,1/9/2010,3,,0.9
Johor,1/10/2010,3,,-0.1
Johor,1/11/2010,3,,-0.5
Johor,1/12/2010,3,,-0.5
Johor,1/1/2011,3,-1.8,0.2
Johor,1/2/2011,3,-1.1,0.2
Johor,1/3/2011,3,-1.8,-0.7
Johor,1/4/2011,3,-2.1,0.1
Johor,1/5/2011,3,-1.4,0.2
Johor,1/6/2011,3,0.1,0.1
Johor,1/7/2011,3,-1.1,-0.5
Johor,1/8/2011,3,-1.2,-0.6
Johor,1/9/2011,3,-1.8,0.3
Johor,1/10/2011,3,-1.9,-0.2
Johor,1/11/2011,3,-1.2,0.2
Johor,1/12/2011,3,-0.9,-0.2
Johor,1/1/2012,3,-0.9,0.2
Johor,1/2/2012,3,-0.5,0.6
Johor,1/3/2012,3,-0.5,-0.7
Johor,1/4/2012,3,-0.5,0.1
Johor,1/5/2012,3,-0.9,-0.2
Johor,1/6/2012,3,-1.1,-0.1
Johor,1/7/2012,3,-0.7,-0.1
Johor,1/8/2012,3,-0.7,-0.6
Johor,1/9/2012,3,-0.6,0.4
Johor,1/10/2012,3,-0.6,-0.2
Johor,1/11/2012,3,-0.9,-0.1
Johor,1/12/2012,3,-0.6,0.1
Johor,1/1/2013,3,-0.6,0.2
Johor,1/2/2013,3,-1.4,-0.2
Johor,1/3/2013,3,-0.5,0.2
Johor,1/4/2013,3,-0.5,0.1
Johor,1/5/2013,3,-0.5,-0.2
Johor,1/6/2013,3,-0.4,0
Johor,1/7/2013,3,-0.5,-0.2
Johor,1/8/2013,3,0.1,0
Johor,1/9/2013,3,-0.2,0.1
Johor,1/10/2013,3,0,0
Johor,1/11/2013,3,0.2,0.1
Johor,1/12/2013,3,0,-0.1
Johor,1/1/2014,3,0,0.2
Johor,1/2/2014,3,0.4,0.2
Johor,1/3/2014,3,0,-0.2
Johor,1/4/2014,3,-0.1,0
Johor,1/5/2014,3,0.1,0
Johor,1/6/2014,3,0,-0.1
Johor,1/7/2014,3,0.2,0
Johor,1/8/2014,3,0.1,-0.1
Johor,1/9/2014,3,0.2,0.2
Johor,1/10/2014,3,0.2,0
Johor,1/11/2014,3,0.2,0.1
Johor,1/12/2014,3,-0.1,-0.4
Johor,1/1/2015,3,0.9,1.2
Johor,1/2/2015,3,0.7,0
Johor,1/3/2015,3,0.9,0
Johor,1/4/2015,3,1.9,1
Johor,1/5/2015,3,1.7,-0.2
Johor,1/6/2015,3,1.6,-0.2
Johor,1/7/2015,3,1.3,-0.3
Johor,1/8/2015,3,1.2,-0.2
Johor,1/9/2015,3,1,0
Johor,1/10/2015,3,1.2,0.2
Johor,1/11/2015,3,0.5,-0.6
Johor,1/12/2015,3,1.4,0.5
Johor,1/1/2016,3,0.3,0.1
Johor,1/2/2016,3,0.1,-0.2
Johor,1/3/2016,3,0,-0.1
Johor,1/4/2016,3,-0.8,0.2
Johor,1/5/2016,3,-0.5,0.1
